id,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,price_doc
354,44,26.0,3.0,5.0,5.0,1960.0,2.0,6.0,3.0,5250000
355,51,30.0,10.0,17.0,1.0,2002.0,2.0,9.0,2.0,8600000
356,60,38.0,8.0,8.0,2.0,1939.0,2.0,8.0,3.0,3000000
357,46,30.0,4.0,5.0,5.0,1962.0,2.0,5.0,3.0,7100000
359,34,19.0,9.0,16.0,1.0,1981.0,1.0,9.0,3.0,1000000
360,73,44.0,1.0,17.0,1.0,1986.0,3.0,10.0,2.0,12000000
361,39,19.0,16.0,17.0,1.0,1999.0,1.0,8.0,3.0,6000000
362,35,17.0,9.0,12.0,5.0,1970.0,1.0,9.0,2.0,7400000
363,53,31.0,11.0,17.0,1.0,1983.4109561350313,2.0,9.0,2.217643916121277,7500000
364,59,42.0,3.0,9.0,1.0,1970.0,3.0,6.0,3.0,9800000
365,44,27.0,1.0,4.0,2.0,1961.0,2.0,5.0,3.0,5150000
366,57,29.0,13.0,22.0,1.0,2012.0,2.0,9.0,2.0,2000000
367,44,27.0,9.0,9.0,1.0,1983.4109561350313,2.0,6.0,2.217643916121277,8450000
368,61,43.0,1.0,9.0,1.0,1976.0,3.0,6.0,3.0,8450000
370,37,35.0,11.0,14.0,2.0,1973.0,1.0,1.0,2.0,7000000
371,77,45.0,16.0,16.0,1.0,1975.0,3.0,10.0,2.217643916121277,11300000
372,51,30.0,3.0,14.0,1.0,2004.0,2.0,9.0,4.0,8900000
373,40,32.0,3.0,17.0,1.0,2013.0,1.0,1.0,3.0,3422309
374,38,19.0,6.0,17.0,1.0,1993.0,1.0,8.0,2.217643916121277,6050000
375,37,23.0,9.0,12.0,5.0,1967.0,2.0,6.0,2.0,5200000
376,42,19.0,13.0,14.0,1.0,2006.0,1.0,8.0,2.0,6050000
377,38,17.0,7.0,9.0,1.0,2005.0,1.0,1.0,3.0,5600000
378,64,51.2,12.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,6518400
379,42,26.0,2.0,5.0,5.0,1961.0,2.0,5.0,2.0,6200000
380,38,22.0,2.0,12.0,5.0,1966.0,2.0,7.0,2.0,6080000
381,53,32.0,14.0,14.0,1.0,1994.0,2.0,9.0,2.0,8100000
382,53,30.0,5.0,12.0,1.0,1980.0,2.0,8.0,2.217643916121277,7900000
383,47,19.0,15.0,23.0,4.0,2005.0,1.0,12.0,3.0,8600000
384,77,46.0,10.0,12.0,1.0,2001.0,3.0,10.0,2.217643916121277,11200000
385,39,23.0,11.0,14.0,5.0,1971.0,2.0,5.0,2.0,6200000
386,50,31.0,12.0,12.0,5.0,1975.0,2.0,9.0,2.0,8950000
387,29,17.0,3.0,5.0,2.0,1963.0,1.0,5.0,2.0,4500000
388,50,30.0,4.0,17.0,1.0,1996.0,2.0,8.0,3.0,10250000
389,41,17.0,7.0,24.0,4.0,2009.0,1.0,9.0,4.0,11000000
390,57,56.0,6.0,8.0,5.0,1958.0,2.0,8.0,3.0,10500000
391,30,18.0,5.0,5.0,2.0,1962.0,1.0,5.0,3.0,4945000
392,52,29.0,5.0,23.0,1.0,1987.0,2.0,8.0,3.0,9150000
393,37,21.0,9.0,9.0,2.0,1965.0,1.0,5.0,3.0,7580000
394,44,28.0,7.0,9.0,1.0,1971.0,2.0,6.0,2.217643916121277,6300000
395,41,25.0,5.0,5.0,5.0,1962.0,2.0,5.0,3.0,6250000
396,80,46.0,10.0,17.0,4.0,2004.0,3.0,11.0,3.0,16800000
397,63,33.0,9.0,14.0,1.0,2007.0,2.0,12.0,3.0,11550000
398,146,116.80000000000001,1.0,2.0,1.0,1983.4109561350313,1.0,1.0,1.0,5571000
399,63,50.400000000000006,14.0,1.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5874320
401,41,23.0,14.0,14.0,1.0,1974.0,2.0,5.0,3.0,5500000
402,46,44.0,5.0,25.0,1.0,2013.0,1.0,1.0,1.0,4740002
403,40,27.0,6.0,9.0,2.0,1965.0,2.0,5.0,2.0,7500000
404,51,50.0,3.0,9.0,1.0,1967.0,3.0,5.0,2.0,2000000
405,37,19.0,6.0,12.0,1.0,2005.0,1.0,7.0,2.0,5200000
406,79,44.0,2.0,16.0,1.0,1981.0,3.0,10.0,3.0,13800000
407,60,37.0,4.0,14.0,1.0,1991.0,3.0,8.0,3.0,7400000
408,45,28.0,2.0,5.0,1.0,1968.0,2.0,5.0,2.0,1000000
409,32,19.0,2.0,5.0,1.0,1967.0,1.0,5.0,3.0,5900000
410,45,31.0,7.0,9.0,5.0,1963.0,2.0,5.0,2.0,2000000
411,40,21.0,11.0,14.0,1.0,1987.0,1.0,8.0,2.0,1000000
412,37,23.0,2.0,9.0,5.0,1964.0,2.0,7.0,3.0,6500000
413,46,28.0,2.0,12.0,5.0,1968.0,2.0,5.0,2.0,7400000
414,35,19.0,5.0,9.0,1.0,1973.0,1.0,9.0,2.217643916121277,5050000
415,96,76.80000000000001,21.0,1.0,1.0,1983.4109561350313,4.0,1.0,2.217643916121277,12382187
416,36,19.0,12.0,17.0,1.0,1992.0,1.0,7.0,2.0,6290000
417,50,30.0,2.0,17.0,1.0,1993.0,2.0,8.0,2.0,6500000
418,44,31.0,5.0,9.0,5.0,1963.0,2.0,5.0,3.0,6900000
419,64,51.2,17.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5460432
420,82,56.0,5.0,8.0,2.0,1960.0,3.0,9.0,3.0,2000000
421,58,31.0,1.0,5.0,2.0,1957.0,2.0,7.0,3.0,5000000
422,49,32.0,3.0,12.0,5.0,1979.0,2.0,8.0,3.0,7800000
423,42,21.0,12.0,12.0,1.0,1981.0,1.0,8.0,2.217643916121277,6250000
424,51,30.0,6.0,12.0,1.0,1983.4109561350313,2.0,8.0,2.217643916121277,2000000
425,50,29.0,8.0,14.0,1.0,1987.0,2.0,8.0,2.0,7000000
426,49,31.0,10.0,12.0,5.0,1971.0,2.0,9.0,3.0,6100000
427,58,32.0,16.0,17.0,1.0,1984.0,2.0,10.0,3.0,9300000
428,35,18.0,1.0,12.0,1.0,1977.0,1.0,6.0,3.0,5400000
429,59,39.0,8.0,9.0,2.0,1959.0,2.0,8.0,2.0,14500000
430,53,30.0,4.0,4.0,6.0,1983.4109561350313,2.0,10.0,1.0,3094476
431,44,27.0,7.0,9.0,1.0,1976.0,2.0,6.0,3.0,7950000
432,42,29.0,5.0,5.0,2.0,1960.0,2.0,5.0,3.0,6200000
433,38,20.0,5.0,9.0,1.0,1987.0,1.0,8.0,3.0,5800000
434,39,23.0,7.0,14.0,1.0,1971.0,2.0,6.0,2.0,1000000
436,79,77.0,8.0,1.0,1.0,2013.0,3.0,1.0,1.0,7257928
437,38,19.0,15.0,17.0,1.0,2008.0,1.0,7.0,3.0,1400000
438,92,92.0,1.0,5.0,2.0,1983.4109561350313,2.0,10.0,1.0,3971040
439,44,31.0,3.0,5.0,2.0,1962.0,2.0,5.0,2.0,7500000
440,54,35.0,4.0,5.0,2.0,1960.0,3.0,6.0,3.0,9500000
441,42,26.0,5.0,5.0,1.0,1961.0,2.0,5.0,2.0,6500000
442,54,35.0,5.0,5.0,2.0,1959.0,3.0,5.0,2.217643916121277,7025000
444,40,40.0,7.0,1.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,3875850
445,74,45.0,7.0,14.0,1.0,2000.0,3.0,10.0,3.0,18000000
446,45,29.0,7.0,9.0,1.0,1972.0,2.0,6.0,3.0,1000000
447,30,16.0,3.0,4.0,2.0,1962.0,1.0,6.0,3.0,2000000
448,63,50.400000000000006,2.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,5903808
449,40,20.0,10.0,12.0,1.0,1983.0,1.0,8.0,3.0,7100000
450,66,44.0,11.0,12.0,5.0,1973.0,3.0,9.0,3.0,7000000
451,44,28.0,1.0,9.0,2.0,1965.0,2.0,5.0,2.0,6900000
452,60,44.0,2.0,9.0,1.0,1970.0,3.0,6.0,2.0,7500000
453,43,20.0,10.0,12.0,1.0,1977.0,1.0,8.0,2.217643916121277,6900000
454,44,28.0,6.0,9.0,1.0,1979.0,2.0,6.0,3.0,6400000
455,33,26.400000000000002,16.0,25.0,5.0,2014.0,1.0,8.0,1.0,3875500
456,52,29.0,6.0,14.0,1.0,1985.0,2.0,8.0,2.217643916121277,1000000
457,39,31.200000000000003,6.0,17.0,1.0,1983.4109561350313,1.0,10.0,2.217643916121277,4061390
458,38,37.0,5.0,17.0,4.0,2015.0,1.0,10.0,1.0,4033260
459,59,43.0,5.0,9.0,1.0,1972.0,3.0,6.0,2.0,7400000
460,85,55.0,4.0,5.0,2.0,1934.0,3.0,12.0,2.0,8300000
461,77,46.0,14.0,17.0,1.0,1983.4109561350313,3.0,10.0,3.0,12900000
462,79,75.0,7.0,17.0,1.0,2014.0,3.0,10.0,1.0,7221456
463,51,40.0,17.0,17.0,4.0,2015.0,2.0,9.0,2.0,5057881
464,43,28.0,5.0,5.0,2.0,1965.0,2.0,6.0,2.0,4950000
466,42,19.0,12.0,17.0,1.0,2007.0,1.0,8.0,2.0,5500000
467,54,30.0,10.0,14.0,1.0,2002.0,2.0,5.0,4.0,9600000
468,43,29.0,3.0,5.0,2.0,1962.0,2.0,5.0,3.0,11600000
470,45,36.0,20.0,1.0,1.0,2013.0,3.0,1.0,2.217643916121277,4777500
471,51,30.0,3.0,14.0,1.0,2005.0,2.0,9.0,3.0,8200000
472,41,25.0,3.0,5.0,2.0,1961.0,2.0,5.0,2.0,6200000
473,50,34.0,6.0,9.0,1.0,1975.0,3.0,5.0,2.0,7150000
474,51,30.0,5.0,17.0,1.0,2000.0,2.0,8.0,3.0,8500000
475,86,66.0,5.0,6.0,2.0,1935.0,4.0,5.0,4.0,19500000
476,64,51.2,10.0,17.0,1.0,1983.4109561350313,2.0,12.0,1.0,6518400
477,60,44.0,5.0,9.0,1.0,1968.0,3.0,5.0,3.0,10340000
478,45,30.0,2.0,5.0,5.0,1963.0,2.0,5.0,3.0,8470000
479,37,19.0,5.0,16.0,1.0,1984.0,1.0,9.0,2.217643916121277,6700000
480,53,42.400000000000006,2.0,9.0,6.0,2013.0,2.0,6.0,1.0,3092752
481,38,23.0,12.0,12.0,5.0,1967.0,2.0,6.0,3.0,6400000
482,40,40.0,9.0,17.0,1.0,2014.0,1.0,1.0,1.0,3422309
483,30,29.0,3.0,5.0,2.0,1959.0,1.0,6.0,2.0,5150000
484,31,17.0,4.0,8.0,5.0,1962.0,1.0,7.0,3.0,8700000
485,75,60.0,14.0,1.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,7221456
486,30,18.0,2.0,5.0,5.0,1960.0,1.0,6.0,2.0,5450000
487,41,20.0,12.0,12.0,1.0,1976.0,1.0,8.0,3.0,1500000
488,40,32.0,1.0,1.0,1.0,1983.4109561350313,1.0,1.0,1.0,2400600
489,62,49.6,9.0,17.0,5.0,1983.4109561350313,2.0,10.0,1.0,5669171
490,71,48.0,7.0,8.0,2.0,1960.0,3.0,8.0,1.0,15713000
491,28,16.0,3.0,8.0,2.0,1959.0,1.0,5.0,2.0,5500000
492,60,48.0,16.0,22.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5402275
494,65,52.0,9.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,6496000
495,76,45.0,8.0,17.0,1.0,1990.0,3.0,10.0,3.0,10350000
496,74,50.0,4.0,17.0,1.0,2001.0,3.0,13.0,2.217643916121277,12500000
497,79,44.0,5.0,17.0,1.0,1983.4109561350313,3.0,12.0,1.0,7221456
498,30,18.0,7.0,9.0,2.0,1969.0,1.0,5.0,2.0,4650000
499,74,45.0,12.0,16.0,1.0,1981.0,3.0,10.0,3.0,9100000
500,53,31.0,24.0,25.0,4.0,2009.0,2.0,8.0,2.217643916121277,13500000
501,75,46.0,14.0,17.0,1.0,1993.0,3.0,10.0,3.0,10800000
502,56,42.0,3.0,8.0,2.0,1961.0,3.0,6.0,2.0,10600000
504,38,19.0,17.0,17.0,1.0,1996.0,1.0,8.0,3.0,6200000
505,36,18.0,8.0,17.0,4.0,2013.0,1.0,6.0,1.0,3824904
506,52,51.0,12.0,17.0,1.0,2001.0,2.0,9.0,4.0,9350000
507,66,46.0,11.0,16.0,1.0,1976.0,3.0,8.0,2.0,9500000
508,29,27.0,7.0,20.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,2117363
509,38,22.0,4.0,9.0,1.0,1964.0,2.0,7.0,2.0,7400000
510,65,65.0,2.0,2.0,1.0,1983.4109561350313,2.0,11.0,1.0,5536917
511,79,40.0,7.0,8.0,2.0,1957.0,3.0,10.0,3.0,18500000
512,85,85.0,2.0,9.0,1.0,2013.0,3.0,1.0,1.0,8333760
513,40,40.0,10.0,17.0,2.0,1983.4109561350313,1.0,1.0,2.217643916121277,3422309
514,69,69.0,17.0,25.0,4.0,2012.0,3.0,19.0,1.0,13830094
515,84,67.2,6.0,17.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,7182963
516,43,29.0,4.0,5.0,2.0,1969.0,2.0,5.0,3.0,6300000
517,44,29.0,5.0,5.0,2.0,1960.0,2.0,5.0,2.0,3000000
518,32,19.0,8.0,9.0,1.0,1976.0,1.0,6.0,3.0,5700000
519,41,18.0,7.0,17.0,1.0,2013.0,1.0,1.0,1.0,4457400
521,82,76.0,4.0,23.0,4.0,2013.0,2.0,1.0,1.0,11904808
522,42,25.0,2.0,5.0,2.0,1961.0,2.0,6.0,3.0,7900000
523,125,125.0,6.0,6.0,1.0,2013.0,3.0,1.0,1.0,22080290
524,70,56.0,13.0,20.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5818300
525,54,30.0,9.0,16.0,1.0,2002.0,2.0,8.0,3.0,6600000
526,31,21.0,3.0,9.0,1.0,1964.0,1.0,5.0,3.0,2000000
527,54,38.0,2.0,9.0,2.0,1965.0,3.0,5.0,2.217643916121277,12000000
528,40,32.0,10.0,12.0,1.0,2014.0,1.0,10.0,1.0,3401974
529,55,41.0,4.0,5.0,2.0,1960.0,3.0,5.0,3.0,11500000
531,50,23.0,8.0,14.0,1.0,2006.0,1.0,11.0,2.0,6500000
532,42,18.0,19.0,23.0,1.0,2006.0,1.0,10.0,2.0,2000000
533,45,28.0,9.0,12.0,5.0,1973.0,2.0,5.0,3.0,7400000
534,63,58.0,7.0,17.0,6.0,2014.0,2.0,12.0,1.0,5995440
535,67,32.0,1.0,16.0,4.0,2014.0,2.0,12.0,1.0,6130500
536,34,34.0,3.0,25.0,1.0,1983.4109561350313,1.0,1.0,1.0,3410000
538,47,30.0,8.0,12.0,1.0,1976.0,2.0,6.0,2.217643916121277,7500000
539,38,20.0,15.0,22.0,1.0,1992.0,1.0,10.0,3.0,7600000
540,58,58.0,3.0,1.0,1.0,2014.0,2.0,1.0,1.0,5813760
541,41,32.800000000000004,6.0,25.0,1.0,2013.0,1.0,1.0,3.0,4317866
542,45,18.0,10.0,10.0,4.0,1983.4109561350313,1.0,7.0,1.0,4395010
544,37,23.0,1.0,14.0,5.0,1970.0,2.0,5.0,3.0,6250000
546,37,23.0,8.0,12.0,5.0,1972.0,2.0,5.0,2.217643916121277,4800000
547,71,56.800000000000004,1.0,9.0,1.0,2013.0,2.0,1.0,3.0,6448500
550,39,18.0,13.0,14.0,2.0,1973.0,1.0,8.0,2.0,7500000
551,43,27.0,6.0,9.0,1.0,1976.0,2.0,6.0,2.0,7200000
552,39,23.0,9.0,12.0,1.0,1966.0,2.0,7.0,2.0,6900000
553,138,81.0,3.0,16.0,2.0,2002.0,3.0,14.0,2.0,19000000
554,36,18.0,9.0,9.0,2.0,1974.0,1.0,6.0,3.0,7500000
556,46,28.0,8.0,9.0,1.0,1976.0,2.0,6.0,3.0,6650000
558,92,51.0,16.0,22.0,4.0,2002.0,3.0,10.0,3.0,17750000
559,40,32.0,14.0,18.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,3422309
560,44,40.0,2.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,4355520
561,38,20.0,2.0,12.0,1.0,1981.0,1.0,8.0,3.0,6700000
562,54,30.0,3.0,12.0,1.0,1977.0,2.0,8.0,2.0,8150000
563,53,34.0,7.0,9.0,1.0,1975.0,3.0,6.0,2.217643916121277,3500000
564,35,20.0,8.0,9.0,1.0,1973.0,1.0,6.0,2.217643916121277,5800000
565,54,32.0,7.0,17.0,1.0,1993.0,2.0,9.0,3.0,8700000
566,76,44.0,12.0,17.0,1.0,1986.0,3.0,9.0,2.217643916121277,12500000
568,73,44.0,11.0,17.0,1.0,1985.0,3.0,10.0,2.0,13850000
569,30,24.0,3.0,1.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,3110600
570,44,17.0,6.0,6.0,2.0,1983.4109561350313,1.0,14.0,2.217643916121277,4188272
571,43,27.0,9.0,9.0,1.0,1977.0,2.0,5.0,3.0,6900000
573,79,41.0,16.0,17.0,6.0,2013.0,3.0,6.0,1.0,7281225
574,76,51.0,3.0,4.0,2.0,1958.0,3.0,8.0,3.0,10625000
575,44,29.0,4.0,5.0,1.0,1960.0,2.0,5.0,3.0,7200000
576,38,19.0,10.0,22.0,1.0,1998.0,1.0,9.0,3.0,6600000
577,64,51.2,4.0,12.0,6.0,1983.4109561350313,3.0,1.0,2.217643916121277,3690164
578,47,29.0,8.0,9.0,1.0,1978.0,2.0,6.0,2.0,7150000
580,53,42.400000000000006,2.0,4.0,2.0,1983.4109561350313,1.0,1.0,2.217643916121277,3382500
581,61,48.800000000000004,4.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,5764128
582,43,28.0,5.0,5.0,2.0,1963.0,2.0,5.0,2.0,5800000
583,32,21.0,5.0,9.0,5.0,1963.0,1.0,5.0,2.0,3000000
584,37,19.0,4.0,14.0,1.0,2004.0,1.0,7.0,2.0,6500000
585,30,18.0,8.0,9.0,2.0,1966.0,1.0,5.0,2.0,6500000
586,45,45.0,7.0,25.0,1.0,2013.0,3.0,1.0,1.0,4641000
587,38,23.0,12.0,12.0,1.0,1968.0,2.0,6.0,3.0,5500000
588,40,32.0,7.0,1.0,4.0,1983.4109561350313,1.0,1.0,2.217643916121277,3673350
589,38,20.0,4.0,9.0,1.0,2000.0,1.0,8.0,2.0,5900000
591,81,57.0,7.0,23.0,4.0,2008.0,1.0,14.0,1.0,12153189
592,38,19.0,16.0,16.0,5.0,1983.4109561350313,1.0,9.0,2.217643916121277,5500000
593,62,38.0,6.0,9.0,1.0,1979.0,3.0,7.0,2.217643916121277,8900000
595,69,44.0,4.0,12.0,5.0,1969.0,3.0,9.0,3.0,8950000
596,45,45.0,11.0,25.0,6.0,2013.0,3.0,10.0,1.0,4777500
597,40,32.0,3.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,2763450
598,44,27.0,6.0,9.0,1.0,1976.0,2.0,6.0,3.0,5000000
599,58,58.0,13.0,1.0,1.0,2013.0,2.0,1.0,1.0,5764128
600,31,18.0,1.0,5.0,5.0,1966.0,1.0,5.0,3.0,4450000
601,64,64.0,2.0,17.0,4.0,2015.0,2.0,12.0,1.0,5347269
602,36,21.0,9.0,9.0,1.0,1971.0,1.0,6.0,3.0,5000000
603,50,33.0,2.0,12.0,5.0,1972.0,2.0,6.0,3.0,8150000
604,52,30.0,9.0,14.0,1.0,2006.0,2.0,9.0,3.0,10000000
605,35,19.0,11.0,14.0,5.0,1983.4109561350313,1.0,9.0,3.0,6200000
606,40,32.0,9.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,3422309
607,56,41.0,2.0,5.0,2.0,1961.0,3.0,5.0,3.0,8380000
608,78,46.0,12.0,16.0,1.0,1975.0,3.0,10.0,3.0,12950000
609,48,31.0,7.0,12.0,5.0,1972.0,2.0,9.0,2.0,5150000
610,63,59.0,3.0,17.0,1.0,1983.4109561350313,2.0,10.0,2.217643916121277,9812471
611,59,33.0,6.0,18.0,1.0,2001.0,2.0,10.0,2.0,9050000
612,61,61.0,21.0,21.0,4.0,1983.4109561350313,2.0,12.0,2.217643916121277,8754872
613,38,30.400000000000002,10.0,17.0,4.0,1983.4109561350313,1.0,7.0,1.0,4328140
614,42,33.6,4.0,1.0,6.0,1983.4109561350313,1.0,1.0,1.0,3322200
615,53,30.0,9.0,12.0,1.0,1983.0,2.0,8.0,2.0,1500000
616,40,32.0,12.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,4462000
617,51,49.0,3.0,12.0,4.0,2005.0,1.0,13.0,3.0,15500000
618,49,33.0,7.0,9.0,1.0,1976.0,3.0,5.0,3.0,7600000
620,55,31.0,16.0,16.0,6.0,1983.4109561350313,2.0,8.0,3.0,3000000
621,45,28.0,7.0,9.0,1.0,1969.0,2.0,6.0,3.0,1000000
623,32,21.0,3.0,9.0,5.0,1965.0,1.0,5.0,2.217643916121277,4010000
624,62,35.0,15.0,22.0,1.0,1985.0,2.0,10.0,2.217643916121277,11400000
625,118,69.0,16.0,24.0,4.0,2009.0,4.0,14.0,2.217643916121277,14021000
626,61,48.800000000000004,10.0,17.0,1.0,2013.0,2.0,1.0,1.0,5395417
627,40,32.0,12.0,17.0,6.0,1983.4109561350313,1.0,1.0,1.0,4462000
629,37,19.0,2.0,17.0,1.0,2008.0,1.0,7.0,3.0,1000000
630,37,37.0,11.0,1.0,1.0,2013.0,1.0,1.0,1.0,6498537
631,44,28.0,7.0,9.0,5.0,1965.0,2.0,7.0,2.217643916121277,8490000
632,38,17.0,15.0,24.0,1.0,2004.0,1.0,10.0,3.0,6400000
633,35,20.0,3.0,9.0,1.0,1974.0,1.0,5.0,2.0,4550000
634,41,20.0,10.0,12.0,1.0,1980.0,1.0,8.0,3.0,5500000
635,39,37.0,8.0,17.0,1.0,2013.0,1.0,1.0,1.0,4061390
636,42,20.0,4.0,12.0,1.0,1972.0,1.0,8.0,2.0,5900000
637,42,20.0,10.0,14.0,1.0,1997.0,1.0,8.0,3.0,1000000
638,53,32.0,1.0,17.0,1.0,1985.0,2.0,9.0,2.0,6990000
639,64,30.0,1.0,9.0,4.0,1983.4109561350313,2.0,10.0,2.217643916121277,5206320
640,35,19.0,8.0,12.0,5.0,1971.0,1.0,9.0,2.0,5500000
641,51,30.0,2.0,17.0,1.0,1983.4109561350313,2.0,9.0,1.0,5014900
643,78,44.0,3.0,17.0,4.0,2007.0,3.0,12.0,3.0,12450000
644,53,32.0,10.0,14.0,1.0,2008.0,2.0,9.0,3.0,1000000
645,35,14.0,1.0,17.0,1.0,2001.0,1.0,11.0,2.217643916121277,7900000
646,121,59.0,2.0,10.0,2.0,2004.0,3.0,13.0,3.0,18250000
647,44,35.2,12.0,16.0,4.0,1983.4109561350313,1.0,14.0,2.217643916121277,3612400
648,39,18.0,6.0,25.0,4.0,2001.0,1.0,9.0,3.0,6000000
649,49,39.2,17.0,1.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,4528745
650,61,43.0,9.0,9.0,1.0,1975.0,3.0,6.0,3.0,6900000
651,64,51.2,12.0,17.0,1.0,1983.4109561350313,2.0,12.0,1.0,6518400
652,37,29.6,12.0,1.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,3555244
653,37,19.0,13.0,16.0,1.0,1982.0,1.0,8.0,2.0,6300000
654,56,30.0,8.0,24.0,1.0,1983.4109561350313,2.0,10.0,1.0,8186710
655,79,45.0,15.0,22.0,1.0,1987.0,3.0,10.0,2.217643916121277,14750000
658,76,45.0,12.0,17.0,1.0,2001.0,3.0,10.0,2.0,11150000
659,54,32.0,13.0,17.0,1.0,1990.0,2.0,9.0,2.0,7150000
660,45,28.0,5.0,17.0,1.0,1967.0,2.0,8.0,2.0,12300000
661,55,32.0,4.0,1.0,1.0,1983.4109561350313,2.0,10.0,1.0,3190980
662,41,20.0,8.0,12.0,1.0,1986.0,1.0,8.0,3.0,5600000
663,92,48.0,13.0,25.0,6.0,2008.0,2.0,15.0,1.0,4342800
664,41,32.800000000000004,23.0,25.0,4.0,1983.4109561350313,1.0,1.0,2.217643916121277,3845973
665,29,16.0,3.0,5.0,2.0,1958.0,1.0,5.0,2.0,4400000
666,31,20.0,2.0,5.0,1.0,1962.0,1.0,5.0,2.0,4700000
667,32,18.0,8.0,9.0,1.0,1973.0,1.0,6.0,2.0,5350000
668,44,28.0,5.0,9.0,1.0,1978.0,2.0,6.0,3.0,7150000
669,60,33.0,7.0,17.0,1.0,2008.0,2.0,11.0,3.0,6970000
670,52,51.0,14.0,17.0,1.0,2013.0,2.0,1.0,1.0,5073100
671,44,27.0,2.0,9.0,1.0,1974.0,2.0,6.0,3.0,7000000
672,54,32.0,4.0,17.0,1.0,1990.0,2.0,9.0,2.0,1000000
673,23,16.0,3.0,5.0,2.0,1968.0,1.0,3.0,2.0,4100000
674,35,20.0,5.0,9.0,1.0,1976.0,1.0,6.0,2.217643916121277,5500000
675,37,36.0,3.0,17.0,1.0,2015.0,1.0,1.0,1.0,3824904
676,34,21.0,8.0,9.0,2.0,1974.0,2.0,5.0,3.0,5800000
677,54,32.0,4.0,16.0,1.0,1979.0,2.0,9.0,3.0,9000000
678,74,74.0,7.0,9.0,1.0,1983.4109561350313,2.0,1.0,1.0,14023796
679,35,18.0,6.0,9.0,2.0,1976.0,1.0,8.0,2.0,8750000
680,29,17.0,1.0,1.0,2.0,1961.0,1.0,5.0,2.0,4400000
681,35,19.0,12.0,12.0,1.0,1973.0,1.0,8.0,2.0,5000000
682,52,30.0,3.0,12.0,1.0,2000.0,2.0,9.0,3.0,8150000
683,37,36.0,11.0,16.0,1.0,1981.0,1.0,8.0,3.0,5100000
684,50,30.0,6.0,17.0,1.0,1994.0,2.0,8.0,4.0,9000000
685,32,20.0,3.0,5.0,1.0,1965.0,1.0,5.0,2.217643916121277,3800000
687,44,29.0,1.0,5.0,5.0,1960.0,2.0,6.0,2.217643916121277,6300000
689,73,43.0,14.0,14.0,1.0,1997.0,3.0,9.0,3.0,11100000
691,52,30.0,5.0,12.0,1.0,1978.0,2.0,8.0,3.0,8000000
692,110,88.0,16.0,1.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,29040000
693,72,43.0,8.0,14.0,2.0,1987.0,3.0,9.0,3.0,12400000
694,40,32.0,1.0,1.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,2400600
695,45,40.0,5.0,16.0,6.0,1983.4109561350313,1.0,12.0,1.0,4309670
696,45,36.0,9.0,25.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,4595500
697,46,28.0,12.0,12.0,5.0,1975.0,2.0,6.0,3.0,2000000
698,57,30.0,7.0,8.0,1.0,1999.0,2.0,10.0,2.0,8550000
699,90,61.0,3.0,6.0,2.0,1947.0,4.0,9.0,2.217643916121277,8800000
700,139,78.0,7.0,9.0,4.0,2010.0,4.0,17.0,1.0,26244908
701,53,28.0,15.0,16.0,5.0,1978.0,2.0,11.0,3.0,11450000
702,47,47.0,14.0,24.0,4.0,2012.0,1.0,12.0,1.0,8498876
704,45,18.0,13.0,1.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,4352340
705,75,46.0,9.0,16.0,1.0,1977.0,3.0,10.0,3.0,12400000
706,79,45.0,13.0,14.0,1.0,2005.0,3.0,12.0,3.0,10680000
707,58,42.0,9.0,9.0,1.0,1973.0,3.0,5.0,2.217643916121277,7900000
708,53,32.0,11.0,16.0,1.0,1975.0,2.0,9.0,4.0,8500000
709,50,33.0,9.0,12.0,5.0,1974.0,2.0,6.0,3.0,3000000
710,46,36.800000000000004,1.0,12.0,4.0,2013.0,1.0,1.0,1.0,4150585
711,73,51.0,3.0,5.0,2.0,1958.0,3.0,8.0,3.0,16250000
712,38,19.0,14.0,14.0,1.0,2007.0,1.0,7.0,3.0,6100000
